Review,Rating,Words,Palform
Well not really worthy like uber or pathao first when mgh group is very renowned so expectation was bit high unfortunately they couldn't handle it i guess management need some vital change put the young innovative one who can manage this nice project !,FALSE,43,UBER
"horrible riders, specially the cng drivers, that doesn’t know manners. and OBhai also doesn’t seem to train them. also, the app keeps crashing everytime.",TRUE,24,UBER
Too much unprofessional.All of the drivers are always busy!even in friday morning @8 AM!!! How come! Uninstalled a month ago.Today fr an emergency need i installed again...bt All of the drivers are busy(CNG & OBHAI G)!!! So... I'm telling OBHAI app a big Goodbye.:),TRUE,45,OBHAI
Rides are not available always and drivers cancel rides very often,TRUE,11,PATHAO
Plz repair the font size its too small.,FALSE,8,PATHAO
Disgusted by your FALSE promotions. Check your e-mail.,TRUE,8,SHOHOZ
can't update.... view error.... please resolve...,TRUE,6,OBHAI
Good app for use specially CNG,Partially FALSE,6,SHOHOZ
OBHAI takes too much money for ride whereas Uber and Pathao does with simply cheap rate.!!!! You should reduce the fare...!!!,TRUE,21,OBHAI
Some times it's too late to response.,TRUE,7,SHOHOZ
super foul. u never gonna get a cng... just finding the ride for a looong time.. waste of time... poor very poor,TRUE,22,PATHAO
"They deserve no star AT ALL....worst app ever....this app should be removed from bangladesh....whenever u search for a ride....they will show ""all our drivers are currently busy"".... very poor service...",FALSE,30,SHOHOZ
They always charge higher more than they show in the App,TRUE,11,UBER
very poor apps regarding maintaining the route as well as operation also,TRUE,12,SHOHOZ
App problem to run in my phone!,TRUE,7,PATHAO
Most slowest app i have ever seen. You should do a lot of work to make the app faster,TRUE,19,UBER
app crashes frequently,TRUE,3,SHOHOZ
"ami amar rider k 5 star dite chai but kivabe dibo khuje passi na, ulta vule REPORT e press hoe gese & ami REPORT ta cancle korte parteci na, kivabe korbo janaben please..",TRUE,33,OBHAI
Limited number of drivers. As a result riders are unavailable most of the times,TRUE,27,SHOHOZ
Everytime i tried to open this app it crashed. I just hate it.,TRUE,13,PATHAO
Car in traffic jam extra charge is too very much than shown charge,TRUE,13,SHOHOZ
"Good app,but there is some scope to make it better",TRUE,11,SHOHOZ
"Few riders.And most importantly uneducated, unprofessional riders. 2 Riders wasted 15+15 min saying they will come to pick me up but cancelled the ride. First rider called and cancelled but the 2nd rider cancelled without even calling me. Wasted 30 minutes of my time.. not using it .. Pathao is better.",TRUE,50,PATHAO
Good for travelling nd perfect rate,TRUE,11,OBHAI
I don't underdtand why it ask for Facebook ID when I already entered my phone number. So you guys do not want customers who do not have Facebook !,TRUE,28,SHOHOZ
Often the app servers stay unable to reach,TRUE,8,PATHAO
Good but not available in Sylhet,FALSE,6,PATHAO
I am a user from chittagong and happy with the cng service.Great to see unique service and such a great app.,TRUE,21,UBER
Apps is good but didn't work properly Huawei 2017 model.,TRUE,10,OBHAI
every time i tried to get a ride the app crushed full of bugs ek kothay faltu,TRUE,17,SHOHOZ
This App is really Awesome and userfriendly.,TRUE,7,SHOHOZ
When i search for the destination its go back from opening menu.,TRUE,12,UBER
Too many notification from app. Already i uninstall this app because of too many notification.,TRUE,15,OBHAI
App is now disturbing.. Should fixed the bugs.. 😔,TRUE,9,SHOHOZ
Disgusting service 😡. Doesn't response driver's when we need emergency.,TRUE,10,SHOHOZ
x system is poor to work with compair to other. Try to improve pls.,TRUE,14,PATHAO
It doesn't even open now just stop working whenever I try to open,TRUE,13,SHOHOZ
Car is not available all time. Its hard to find a cng in emergency.,TRUE,14,PATHAO
"Okay first of all, if you're not gonna provide the ""OBON"" service, then just delete it from your roster! Why keep hanging it around? Just to confuse and trick customers? There's always that one woman rider stuck in damn kallyanpur and nothing else. Never got a ride and the CNG service is more worse ...",TRUE,54,PATHAO
Sends too many notifications at any time.,TRUE,7,SHOHOZ
Your car service is not workin in dhaka city. When i was need a car raid there is no car & driver in available mostly time..,TRUE,26,PATHAO
Please add Car and Micro-bus in your service.,TRUE,8,PATHAO
"It is good, but there are a lot of changes to be made in this app.",Partially FALSE,16,SHOHOZ
Sometimes app are interrupted,TRUE,4,SHOHOZ
Driving is good and cautious.,TRUE,5,PATHAO
App is not user friendly also gets hang n crashes,TRUE,10,PATHAO
New features are really impressive... Thank you soo much..,TRUE,9,UBER
Sometimes it takes huge time to be loaded...,TRUE,8,PATHAO
lovely interface and ui,Partially FALSE,4,SHOHOZ
Good service! Helpful👍 I use it regularly 😃,TRUE,8,OBHAI
"I took some rides by CNG. It received good service. Thank you for the app & connecting many people to earn good money, with honesty 😊",TRUE,26,OBHAI
"best option for cng, still needs improvement in bike and car",TRUE,11,SHOHOZ
"Need to update the map location, please review it.",TRUE,9,UBER
"this service not available,,,, & apps slow,,,incorrect place",TRUE,12,PATHAO
Most of the driver doesn't respond both CNG AND CAR..I CAN SEE THERE ARE CAR NEAR MY LOCATION BUT THEY DON'T RESPONSE EVENTUALLY THE APP SAYS ALL DRIVERS ARE BUSY??? LIKE SERIOUSLY 😡😡,TRUE,33,SHOHOZ
Obhai is The most convenient and affordable ride sharing app in Chittagong.,Partially FALSE,12,PATHAO
navigation need a lot to improve,TRUE,6,OBHAI
"This is fast, easy and safe as I think.",TRUE,9,PATHAO
Never got a ride using this app. Too much slow. Totally disappointe,TRUE,12,SHOHOZ
Price is so high. Much more then other ride share company. I seriously dislike the price tag @ km,TRUE,18,OBHAI
very critical to locate,TRUE,4,PATHAO
not manage a ride in emergency time.and too much high fare... for why we can not take ride...,TRUE,18,SHOHOZ
The software does not work properly always.,TRUE,7,PATHAO
Drivers are bad mannered..they are cancelling rides and want more from actual rent....so shy,TRUE,14,OBHAI
too much bugs problem... you should come up with a better software solution....,TRUE,13,OBHAI
rate does not match,TRUE,4,PATHAO
Can't even create an account! It stopped! 😑,TRUE,8,PATHAO
very slow and not friendly,TRUE,5,OBHAI
Maximum time show rider not available,TRUE,6,SHOHOZ
Worst app. Always hang. Not working,TRUE,6,PATHAO
I think its a easy way for busy road,Partially FALSE,9,OBHAI
When I try to sign up the app shut down unexpectedly.,TRUE,11,PATHAO
"I think the management of this company is uneducated. sometimes I get SMS that mentioned, 60% off up to 45 taka. how its possible...??",TRUE,24,SHOHOZ
quite high priced without discount,TRUE,5,SHOHOZ
Asks for update frequently which is pretty annoying.,TRUE,8,PATHAO
Billed more than the amount shows in time of confirm ride.,TRUE,11,OBHAI
very bad ride. it’s too expensive!!,Partially FALSE,6,OBHAI
Worst service ever!!!!! Never get a single ride through this app. Is that a joke!!!!! They made this app for kill people's time!,TRUE,23,OBHAI
No much cars available.. over priced trips,TRUE,7,PATHAO
"Its bad,its need update frequently for any kind of promotions. Disgusting",TRUE,12,UBER
The drivers cancel easily.,TRUE,4,UBER
The app is excellent one and very easy to use,FALSE,19,OBHAI
"It keeps crashing whenever I press ""RIDE NOW""",TRUE,8,SHOHOZ
OBHAI is not bad. But a bit expensive compared to uber. Make it cheaper. I think everyone will use it.,TRUE,20,PATHAO
whenever i press ride now the apps automatically shuts down. :( is there any solution?,TRUE,14,SHOHOZ
